Year,Month,Day,AVERAGE TEMPERATURE (Deg C),BAROMETRIC PRESSURE (hPa),CLOUD COVER (Oktas),DEWPOINT TEMPERATURE (Deg C),EVAPOTRANSPIRATION (mm),MAXIMUM TEMPERATURE (Deg C),MINIMUM TEMPERATURE (Deg C),RAINFALL (mm),RELATIVE HUMIDITY (%),SOLAR RADIATION (MJ/m2),SUNSHINE HOURS,WIND DIRECTION (Degrees),WIND SPEED (kt),Date
2021.0,Mar,21,31.5,956.9,4.0,16.3,7.5,41.2,25.9,0.0,24.0,26.6,5.9,150.0,4.0,2021-03-21
2021.0,Mar,22,30.0,959.7,1.0,13.600000000000001,7.3,39.2,25.7,0.0,18.0,25.3,7.3,260.0,6.0,2021-03-22
2021.0,Mar,23,31.0,960.7,2.0,18.4,8.1,40.3,25.6,0.0,37.0,25.6,8.7,80.0,5.0,2021-03-23
2021.0,Mar,24,30.1,961.3,5.0,13.5,7.5,38.7,26.5,0.0,17.0,26.5,6.8,20.0,5.0,2021-03-24
2021.0,Mar,25,29.0,963.1,2.0,11.8,8.8,37.4,22.6,0.0,14.0,27.1,9.1,30.0,8.0,2021-03-25
2021.0,Mar,26,28.4,964.2,0.0,10.799999999999997,8.6,35.6,23.2,0.0,12.0,27.4,6.3,30.0,8.0,2021-03-26
2021.0,Mar,27,26.8,964.5,0.0,9.8,8.6,33.4,20.8,0.0,15.0,27.2,7.6,40.0,8.0,2021-03-27
2021.0,Mar,28,26.7,964.0,1.0,9.7,8.6,33.7,18.8,0.0,15.0,27.0,8.7,40.0,8.0,2021-03-28
2021.0,Mar,29,26.8,963.6,2.0,9.400000000000002,8.2,33.0,22.4,0.0,13.0,27.4,7.8,30.0,7.0,2021-03-29
2021.0,Mar,30,26.0,962.7,3.0,7.800000000000001,8.0,33.3,21.0,0.0,9.0,27.9,8.1,40.0,7.0,2021-03-30
2021.0,Mar,31,25.9,963.2,4.0,8.099999999999998,8.3,34.8,19.9,0.0,11.0,27.9,6.2,30.0,7.0,2021-03-31
2021.0,May,1,30.4,958.3,3.0,13.2,8.1,42.2,23.4,0.0,14.0,27.5,9.8,110.0,4.0,2021-05-01
2021.0,May,2,30.5,958.0,5.0,14.3,7.1,42.0,22.9,0.0,19.0,25.3,6.8,130.0,5.0,2021-05-02
2021.0,May,3,30.7,958.4,3.0,16.9,6.5,42.0,26.5,0.0,31.0,26.9,8.1,190.0,4.0,2021-05-03
2021.0,May,4,31.3,958.7,4.0,18.700000000000003,6.8,41.5,22.9,0.0,37.0,26.3,7.2,260.0,5.0,2021-05-04
2021.0,May,5,31.1,958.7,2.0,18.900000000000002,7.4,41.0,25.5,2.2,39.0,27.0,9.4,190.0,5.0,2021-05-05
2021.0,May,6,31.5,961.3,6.0,16.9,7.3,41.6,26.9,0.6,27.0,26.3,5.0,200.0,7.0,2021-05-06
2021.0,May,7,32.1,962.0,3.0,20.900000000000002,6.5,39.0,28.3,0.0,44.0,24.2,9.6,180.0,5.0,2021-05-07
2021.0,May,8,31.5,962.0,4.0,20.3,5.1,39.0,25.3,4.1,44.0,22.2,5.0,220.0,5.0,2021-05-08
2021.0,May,9,31.6,962.0,5.0,22.400000000000002,6.1,39.0,28.0,0.0,54.0,23.0,8.4,210.0,5.0,2021-05-09
2021.0,May,10,31.1,960.9,2.0,21.3,7.3,40.0,22.7,0.0,51.0,25.4,6.5,180.0,5.0,2021-05-10
2021.0,May,11,31.7,960.2,4.0,19.9,7.0,40.6,25.9,0.0,41.0,25.8,7.5,180.0,5.0,2021-05-11
2021.0,May,12,32.2,960.0,5.0,19.800000000000004,7.4,38.8,27.2,0.0,38.0,26.0,5.4,200.0,6.0,2021-05-12
2021.0,May,13,32.2,960.3,2.0,20.400000000000002,6.4,39.4,26.6,3.1,41.0,24.8,7.9,170.0,5.0,2021-05-13
2021.0,May,14,32.3,960.3,5.0,20.099999999999998,6.5,38.6,26.8,0.8,39.0,25.3,8.4,180.0,5.0,2021-05-14
2021.0,May,15,32.7,959.9,6.0,20.300000000000004,7.3,40.6,25.6,0.5,38.0,26.6,7.3,170.0,5.0,2021-05-15
2021.0,May,16,32.5,960.6,4.0,20.7,7.1,40.2,26.8,0.0,41.0,24.4,6.7,170.0,5.0,2021-05-16
2021.0,May,17,31.7,961.3,2.0,20.299999999999997,7.0,40.5,25.4,0.0,43.0,25.6,8.7,170.0,5.0,2021-05-17
2021.0,May,18,32.4,961.1,2.0,20.599999999999998,7.2,40.5,26.2,0.4,41.0,26.6,9.2,180.0,5.0,2021-05-18
2021.0,May,19,32.2,960.6,6.0,19.000000000000004,7.3,40.6,26.3,2.0,34.0,26.8,5.9,180.0,5.0,2021-05-19
2021.0,May,20,32.2,961.1,4.0,18.800000000000004,7.4,40.5,26.2,1.7,33.0,26.7,9.2,190.0,5.0,2021-05-20
2021.0,May,21,32.4,962.2,5.0,20.0,6.6,39.0,25.9,0.6,38.0,23.5,7.2,170.0,5.0,2021-05-21
2021.0,May,22,31.9,961.7,3.0,20.299999999999997,6.4,41.0,27.9,0.0,42.0,24.8,7.1,160.0,4.0,2021-05-22
2021.0,May,23,33.1,961.2,3.0,20.5,7.9,42.1,26.6,0.0,37.0,27.5,6.9,140.0,4.0,2021-05-23
2021.0,May,24,31.5,960.3,0.0,17.1,7.8,41.6,24.2,0.0,28.0,27.5,6.5,110.0,4.0,2021-05-24
2021.0,May,25,30.9,960.1,1.0,15.7,7.6,41.3,26.1,0.0,24.0,26.6,8.8,150.0,5.0,2021-05-25
2021.0,May,26,31.7,960.7,3.0,17.299999999999997,7.1,40.5,26.0,0.0,28.0,27.1,9.2,150.0,4.0,2021-05-26
2021.0,May,27,31.6,961.0,4.0,18.6,6.6,40.0,25.4,0.0,35.0,26.1,8.1,140.0,4.0,2021-05-27
2021.0,May,28,31.2,961.1,6.0,17.6,5.8,39.6,28.4,0.0,32.0,18.3,6.2,170.0,4.0,2021-05-28
2021.0,May,29,32.5,959.0,2.0,20.1,7.7,41.5,24.6,0.0,38.0,27.0,7.1,160.0,4.0,2021-05-29
2021.0,May,30,31.9,958.7,2.0,17.7,6.9,41.4,24.5,0.0,29.0,26.5,8.9,180.0,4.0,2021-05-30
2021.0,May,31,30.2,959.8,3.0,16.799999999999997,6.6,41.4,26.4,4.0,33.0,24.6,7.9,210.0,8.0,2021-05-31
2021.0,Nov,1,26.9,962.9,4.0,12.7,5.9,36.7,17.6,0.0,29.0,23.4,8.3,120.0,5.0,2021-11-01
2021.0,Nov,2,26.8,962.1,2.0,12.4,5.5,36.2,17.2,0.0,28.0,23.1,7.4,130.0,4.0,2021-11-02
2021.0,Nov,3,27.8,962.3,1.0,14.0,6.0,37.5,18.9,0.0,31.0,23.2,9.1,70.0,5.0,2021-11-03
2021.0,Nov,4,28.5,962.1,5.0,14.9,6.2,38.4,21.2,0.0,32.0,23.4,8.3,40.0,6.0,2021-11-04
2021.0,Nov,5,27.7,961.2,2.0,11.899999999999999,5.9,37.7,22.5,0.0,21.0,23.3,6.5,40.0,5.0,2021-11-05
2021.0,Nov,6,27.1,960.1,4.0,12.100000000000001,6.1,37.6,19.4,1.7,25.0,23.0,6.5,40.0,5.0,2021-11-06
2021.0,Nov,7,27.3,960.0,3.0,12.5,5.8,38.3,18.4,0.0,26.0,22.9,8.0,60.0,4.0,2021-11-07
2021.0,Nov,8,27.1,960.8,2.0,12.700000000000001,5.4,37.6,18.7,0.0,28.0,23.0,9.0,70.0,4.0,2021-11-08
2021.0,Nov,9,26.9,961.5,0.0,12.499999999999998,5.8,37.7,19.4,0.0,28.0,23.1,9.0,50.0,4.0,2021-11-09
2021.0,Nov,10,28.0,961.2,4.0,13.2,6.0,37.8,19.4,0.0,26.0,23.4,7.7,40.0,5.0,2021-11-10
2021.0,Nov,11,27.4,960.1,3.0,11.799999999999999,5.6,37.4,15.0,0.0,22.0,23.6,9.2,80.0,4.0,2021-11-11
2021.0,Nov,12,25.7,960.4,3.0,10.299999999999999,5.6,37.8,14.9,0.0,23.0,23.0,6.7,110.0,4.0,2021-11-12
2021.0,Nov,13,26.8,961.4,6.0,11.600000000000001,5.8,37.6,16.0,0.0,24.0,23.1,9.1,60.0,5.0,2021-11-13
2021.0,Nov,14,26.2,961.5,5.0,11.2,5.9,37.4,16.8,0.0,25.0,23.0,7.1,80.0,5.0,2021-11-14
2021.0,Nov,15,26.2,960.8,8.0,11.0,5.5,35.3,17.2,0.0,24.0,22.7,8.7,60.0,4.0,2021-11-15
2021.0,Nov,16,26.3,960.9,5.0,10.9,5.5,37.6,15.8,0.0,23.0,22.8,9.1,40.0,4.0,2021-11-16
2021.0,Nov,17,26.3,961.7,5.0,10.9,5.8,37.8,15.4,0.0,23.0,22.7,7.2,30.0,5.0,2021-11-17
2021.0,Nov,18,26.7,962.1,0.0,11.899999999999999,5.9,37.6,12.5,0.0,26.0,22.6,7.9,30.0,6.0,2021-11-18
2021.0,Nov,19,27.1,961.3,2.0,12.100000000000001,5.8,37.1,15.8,0.0,25.0,22.7,9.0,40.0,5.0,2021-11-19
2021.0,Nov,20,26.7,960.5,5.0,11.899999999999999,6.0,36.9,16.1,0.0,26.0,22.8,5.9,40.0,5.0,2021-11-20
2021.0,Nov,21,26.0,961.7,7.0,10.8,5.8,37.5,16.3,0.0,24.0,22.1,5.8,40.0,5.0,2021-11-21
2021.0,Nov,22,26.2,963.1,4.0,11.6,6.0,37.6,17.0,0.0,27.0,22.3,7.9,50.0,5.0,2021-11-22
2021.0,Nov,23,26.5,962.7,2.0,11.7,6.1,37.1,19.6,0.0,26.0,22.4,8.7,40.0,6.0,2021-11-23
2021.0,Nov,24,26.7,962.0,1.0,11.7,6.1,36.7,17.4,0.0,25.0,22.4,7.1,40.0,6.0,2021-11-24
2021.0,Nov,25,25.9,962.6,0.0,10.499999999999998,6.0,36.3,16.3,0.0,23.0,22.7,9.1,40.0,6.0,2021-11-25
2021.0,Nov,26,24.9,962.5,3.0,8.7,6.2,36.8,16.4,0.0,19.0,22.5,7.4,40.0,6.0,2021-11-26
2021.0,Nov,27,25.4,962.5,3.0,9.2,6.1,35.5,19.0,0.0,19.0,22.5,7.5,40.0,6.0,2021-11-27
2021.0,Nov,28,25.4,962.4,3.0,9.399999999999999,5.9,36.9,15.5,0.0,20.0,22.3,8.1,30.0,5.0,2021-11-28
2021.0,Nov,29,24.6,962.8,4.0,8.8,6.2,36.9,16.2,0.0,21.0,22.0,8.7,30.0,6.0,2021-11-29
2021.0,Nov,30,25.9,962.3,2.0,9.5,6.4,36.5,18.8,0.0,18.0,21.9,7.1,30.0,6.0,2021-11-30
2021.0,Oct,1,29.3,961.1,3.0,20.9,5.2,35.6,23.4,0.0,58.0,23.8,8.4,240.0,3.0,2021-10-01
2021.0,Oct,2,29.2,961.4,1.0,20.2,5.4,35.6,23.6,0.0,55.0,24.3,8.7,150.0,4.0,2021-10-02
2021.0,Oct,3,28.8,961.7,3.0,18.200000000000003,5.4,35.5,21.2,2.8,47.0,24.6,8.0,150.0,4.0,2021-10-03
2021.0,Oct,4,28.4,961.7,5.0,17.2,5.0,35.5,24.4,0.0,44.0,24.0,5.8,120.0,4.0,2021-10-04
2021.0,Oct,5,29.4,961.6,6.0,19.599999999999998,5.5,35.8,23.5,0.0,51.0,24.1,9.0,130.0,4.0,2021-10-05
2021.0,Oct,6,29.6,961.2,3.0,18.400000000000002,5.4,35.5,21.0,0.0,44.0,24.6,9.0,110.0,3.0,2021-10-06
2021.0,Oct,7,28.6,960.2,4.0,16.200000000000003,5.7,35.7,20.6,0.0,38.0,24.8,9.7,100.0,4.0,2021-10-07
2021.0,Oct,8,27.9,960.5,3.0,16.7,5.9,36.5,19.6,0.0,44.0,25.1,8.4,60.0,4.0,2021-10-08
2021.0,Oct,9,28.8,961.5,7.0,15.0,5.9,36.3,18.1,5.4,31.0,24.4,8.4,120.0,3.0,2021-10-09
2021.0,Oct,10,28.3,961.8,4.0,14.3,5.8,35.6,19.6,0.0,30.0,25.2,8.8,150.0,3.0,2021-10-10
2021.0,Oct,11,28.4,960.9,2.0,14.799999999999999,6.1,37.3,18.5,0.0,32.0,25.5,7.9,220.0,3.0,2021-10-11
2021.0,Oct,12,28.5,960.2,1.0,14.3,5.8,38.6,17.9,0.0,29.0,25.5,8.3,200.0,3.0,2021-10-12
2021.0,Oct,13,28.3,960.5,4.0,14.100000000000001,6.2,36.8,20.2,0.0,29.0,24.9,7.3,150.0,4.0,2021-10-13
2021.0,Oct,14,28.5,960.4,6.0,13.7,5.8,35.5,17.4,0.0,26.0,23.3,7.8,120.0,5.0,2021-10-14
2021.0,Oct,15,27.2,960.8,7.0,13.799999999999999,2.6,29.2,23.0,4.0,33.0,15.7,4.4,120.0,3.0,2021-10-15
2021.0,Oct,16,27.1,961.7,4.0,22.3,4.1,33.5,22.5,0.9,76.0,17.3,8.0,120.0,3.0,2021-10-16
2021.0,Oct,17,26.7,961.2,6.0,21.9,4.7,35.5,24.0,0.0,76.0,21.9,7.4,220.0,3.0,2021-10-17
2021.0,Oct,18,28.8,960.9,4.0,22.0,5.2,35.7,22.200000000000003,0.0,67.0,23.8,6.4,230.0,4.0,2021-10-18
2021.0,Oct,19,28.5,962.1,5.0,20.1,5.2,35.3,24.0,0.0,58.0,23.0,5.8,230.0,4.0,2021-10-19
2021.0,Oct,20,28.7,962.3,5.0,20.299999999999997,5.1,35.3,25.0,0.0,58.0,20.8,7.1,180.0,4.0,2021-10-20
2021.0,Oct,21,28.9,962.2,4.0,20.9,4.8,35.4,25.0,1.0,60.0,22.3,4.8,120.0,4.0,2021-10-21
2021.0,Oct,22,28.8,963.5,4.0,19.6,4.6,36.2,24.3,0.5,54.0,21.7,5.0,160.0,4.0,2021-10-22
2021.0,Oct,23,29.1,963.3,4.0,19.5,5.4,35.2,22.9,0.0,52.0,23.7,8.6,190.0,4.0,2021-10-23
2021.0,Oct,24,29.1,962.0,6.0,18.1,5.6,35.5,21.8,0.0,45.0,24.1,7.8,120.0,4.0,2021-10-24
2021.0,Oct,25,27.9,962.5,4.0,14.899999999999999,5.3,37.8,19.2,0.0,35.0,23.9,8.2,120.0,4.0,2021-10-25
2021.0,Oct,26,29.0,962.7,2.0,15.6,5.5,37.4,23.0,0.0,33.0,23.7,8.8,120.0,4.0,2021-10-26
2021.0,Oct,27,28.2,961.9,1.0,17.0,5.8,36.3,21.2,0.0,44.0,24.4,6.8,40.0,4.0,2021-10-27
2021.0,Oct,28,27.3,961.1,5.0,12.5,6.4,36.9,17.5,0.0,26.0,24.5,5.7,50.0,5.0,2021-10-28
2021.0,Oct,29,27.2,961.6,6.0,12.0,6.4,38.0,15.5,0.0,24.0,24.3,8.4,40.0,6.0,2021-10-29
2021.0,Oct,30,27.2,962.7,6.0,12.0,6.2,36.8,16.5,0.0,24.0,24.2,8.6,70.0,5.0,2021-10-30
2021.0,Oct,31,27.7,962.9,4.0,12.7,6.1,37.1,17.5,0.0,25.0,24.0,6.9,100.0,5.0,2021-10-31
2021.0,Sep,1,29.6,961.2,4.0,22.6,5.4,33.9,23.8,17.6,65.0,25.8,5.5,200.0,6.0,2021-09-01
2021.0,Sep,2,28.4,962.1,7.0,21.0,4.1,32.9,22.2,0.0,69.0,21.3,6.1,250.0,5.0,2021-09-02
2021.0,Sep,3,28.1,961.8,7.0,22.1,3.4,34.8,23.3,2.9,70.0,19.6,0.6000000000000001,230.0,6.0,2021-09-03
2021.0,Sep,4,28.1,962.0,6.0,22.3,5.0,33.2,22.900000000000002,4.0,74.0,22.0,5.9,220.0,5.0,2021-09-04
2021.0,Sep,5,28.5,962.8,7.0,22.7,4.2,27.2,23.4,13.4,71.0,21.9,2.9,240.0,6.0,2021-09-05
2021.0,Sep,6,27.3,962.4,5.0,20.0,3.0,29.3,22.5,0.0,76.0,14.9,3.5000000000000004,200.0,4.0,2021-09-06
2021.0,Sep,7,25.4,963.1,2.0,21.4,4.7,32.7,22.1,0.0,80.0,24.7,6.199999999999999,190.0,3.0,2021-09-07
2021.0,Sep,8,26.2,962.8,4.0,20.799999999999997,4.0,32.2,23.6,8.7,73.0,23.7,1.3000000000000003,190.0,3.0,2021-09-08
2021.0,Sep,9,27.9,963.4,4.0,22.5,4.3,34.0,22.9,0.0,75.0,23.4,7.199999999999999,170.0,2.0,2021-09-09
2021.0,Sep,10,28.0,963.3,3.0,21.8,5.0,34.0,23.6,0.0,69.0,25.2,7.5,200.0,3.0,2021-09-10
2021.0,Sep,11,28.4,962.1,5.0,22.4,4.3,34.7,23.6,11.5,70.0,23.2,4.300000000000001,220.0,4.0,2021-09-11
2021.0,Sep,12,28.5,962.1,6.0,23.1,4.1,33.0,24.6,7.0,73.0,21.1,3.3000000000000003,150.0,3.0,2021-09-12
2021.0,Sep,13,27.9,963.1,5.0,20.9,4.1,31.2,23.099999999999998,4.1,76.0,20.8,5.199999999999999,160.0,4.0,2021-09-13
2021.0,Sep,14,27.3,963.9,3.0,20.5,4.6,32.4,22.5,0.0,76.0,24.1,6.300000000000001,170.0,2.0,2021-09-14
2021.0,Sep,15,27.0,963.1,5.0,20.4,5.1,33.5,23.4,5.5,67.0,24.7,8.0,260.0,5.0,2021-09-15
2021.0,Sep,16,29.0,962.6,6.0,22.0,5.1,34.2,23.0,0.0,65.0,24.1,7.1,250.0,5.0,2021-09-16
2021.0,Sep,17,29.3,962.0,5.0,21.700000000000003,5.2,33.6,22.4,0.0,62.0,24.5,7.9,220.0,4.0,2021-09-17
2021.0,Sep,18,29.2,962.0,2.0,21.6,5.2,35.1,23.0,0.0,62.0,24.6,6.4,240.0,4.0,2021-09-18
2021.0,Sep,19,28.6,961.3,3.0,21.400000000000002,5.0,35.0,24.0,2.3,64.0,23.2,7.799999999999999,170.0,3.0,2021-09-19
2021.0,Sep,20,29.3,961.5,5.0,20.700000000000003,4.8,34.9,22.2,8.6,57.0,23.0,4.0,170.0,4.0,2021-09-20
2021.0,Sep,21,29.0,963.2,8.0,22.8,2.4,34.9,24.3,7.8,69.0,11.3,0.0,200.0,4.0,2021-09-21
2021.0,Sep,22,25.8,963.3,6.0,21.8,3.8,34.5,24.3,0.0,80.0,23.2,5.4,150.0,3.0,2021-09-22
2021.0,Sep,23,27.8,962.9,4.0,21.6,4.8,29.4,22.5,0.0,69.0,21.7,5.699999999999999,180.0,3.0,2021-09-23
2021.0,Sep,24,28.7,962.8,5.0,19.3,4.7,31.2,21.1,0.0,62.0,24.9,5.6,210.0,4.0,2021-09-24
2021.0,Sep,25,28.7,962.2,2.0,21.299999999999997,5.4,33.6,22.3,0.0,63.0,25.0,8.0,200.0,4.0,2021-09-25
2021.0,Sep,26,28.5,961.6,3.0,20.1,5.2,34.2,21.6,0.0,58.0,23.9,7.199999999999999,220.0,4.0,2021-09-26
2021.0,Sep,27,28.4,961.0,5.0,19.799999999999997,5.1,34.9,22.5,5.6,57.0,24.2,5.5,180.0,4.0,2021-09-27
2021.0,Sep,28,28.8,962.8,8.0,20.6,3.0,35.0,22.5,8.1,59.0,16.8,0.0,160.0,3.0,2021-09-28
2021.0,Sep,29,27.6,962.1,2.0,22.200000000000003,5.0,34.5,23.6,0.0,73.0,23.5,5.800000000000001,160.0,3.0,2021-09-29
2021.0,Sep,30,28.1,961.6,5.0,21.1,5.4,35.2,22.5,0.0,65.0,24.9,5.4,210.0,3.0,2021-09-30
2022.0,April,1,30.4,958.4,8.0,12.2,8.1,41.1,17.4,0.0,9.0,27.4,5.5,30.0,5.0,2022-04-01
2022.0,April,2,31.2,957.9,6.0,13.0,7.8,42.2,18.5,0.2,9.0,27.7,7.0,150.0,4.0,2022-04-02
2022.0,April,3,31.1,958.9,3.0,13.100000000000001,7.8,41.6,19.0,0.0,10.0,27.6,8.2,140.0,4.0,2022-04-03
2022.0,April,4,30.9,959.2,6.0,13.299999999999997,7.9,41.5,21.8,20.8,12.0,25.6,7.5,220.0,5.0,2022-04-04
2022.0,April,5,31.6,958.5,4.0,14.200000000000003,7.9,41.7,21.6,0.0,13.0,27.5,8.4,120.0,4.0,2022-04-05
2022.0,April,6,31.9,958.1,4.0,14.899999999999999,8.0,43.3,21.7,1.5,15.0,27.5,7.7,170.0,4.0,2022-04-06
2022.0,April,7,32.2,957.9,2.0,15.800000000000004,7.2,43.2,24.2,93.3,18.0,25.9,5.6,180.0,4.0,2022-04-07
2022.0,April,8,32.0,957.6,5.0,16.8,7.4,42.0,25.6,0.0,24.0,26.1,8.8,200.0,4.0,2022-04-08
2022.0,April,9,33.2,958.0,5.0,20.6,7.0,40.5,28.2,0.0,37.0,25.7,5.3,220.0,5.0,2022-04-09
2022.0,April,10,33.0,957.2,5.0,20.2,6.7,40.6,26.6,0.0,36.0,24.5,8.3,150.0,4.0,2022-04-10
2022.0,April,11,34.5,958.3,5.0,20.3,7.0,41.8,27.8,16.7,29.0,26.2,5.8,190.0,7.0,2022-04-11
2022.0,April,12,34.3,957.5,7.0,22.9,5.7,39.4,28.3,0.0,43.0,19.0,4.5,180.0,4.0,2022-04-12
2022.0,April,13,32.8,957.5,5.0,20.599999999999998,7.1,40.2,22.8,0.0,39.0,24.9,8.7,240.0,6.0,2022-04-13
2022.0,April,14,33.4,959.4,8.0,20.799999999999997,6.2,40.6,25.3,13.4,37.0,19.9,1.9,240.0,8.0,2022-04-14
2022.0,April,15,31.8,959.4,4.0,21.4,7.3,33.0,25.3,0.1,48.0,25.0,6.3,250.0,5.0,2022-04-15
2022.0,April,16,32.6,958.0,5.0,20.6,6.5,39.7,25.0,2.5,40.0,23.1,5.7,280.0,4.0,2022-04-16
2022.0,April,17,33.7,959.2,7.0,20.700000000000003,6.8,39.6,26.3,4.4,35.0,23.5,7.2,260.0,5.0,2022-04-17
2022.0,April,18,33.5,961.2,6.0,20.7,6.4,37.1,23.7,0.0,36.0,22.2,4.6,200.0,5.0,2022-04-18
2022.0,April,19,32.3,959.9,6.0,20.299999999999997,6.9,39.1,24.5,30.2,40.0,22.2,4.1,150.0,4.0,2022-04-19
2022.0,April,20,33.3,958.5,7.0,18.9,7.2,40.2,28.6,0.0,28.0,26.7,7.3,80.0,4.0,2022-04-20
2022.0,April,21,32.8,958.7,6.0,16.4,6.5,40.8,25.7,0.0,18.0,25.9,6.7,170.0,5.0,2022-04-21
2022.0,April,22,32.8,958.0,4.0,19.4,7.1,41.7,26.4,0.0,33.0,26.0,7.1,140.0,3.0,2022-04-22
2022.0,April,23,32.5,957.0,7.0,17.5,7.4,40.6,27.3,0.0,25.0,25.4,8.7,230.0,4.0,2022-04-23
2022.0,April,24,33.3,957.1,5.0,20.299999999999997,7.4,41.6,26.6,0.0,35.0,24.6,7.9,230.0,6.0,2022-04-24
2022.0,April,25,33.9,957.6,8.0,21.5,6.9,41.2,26.6,0.0,38.0,25.6,4.5,240.0,6.0,2022-04-25
2022.0,April,26,33.6,957.5,7.0,20.8,8.0,41.5,26.4,0.0,36.0,26.2,5.0,250.0,6.0,2022-04-26
2022.0,April,27,33.4,959.2,6.0,18.2,6.5,41.3,26.9,0.0,24.0,23.2,5.9,210.0,8.0,2022-04-27
2022.0,April,28,32.9,960.1,7.0,21.299999999999997,6.1,39.0,23.3,0.0,42.0,24.9,4.5,220.0,6.0,2022-04-28
2022.0,April,29,33.2,961.0,7.0,21.000000000000004,6.8,40.5,27.5,0.0,39.0,23.9,6.2,240.0,5.0,2022-04-29
2022.0,April,30,33.3,960.6,4.0,20.9,7.5,41.5,28.7,0.0,38.0,23.6,6.5,230.0,5.0,2022-04-30
2022.0,Aug,1,26.6,963.0,8.0,21.0,1.3,24.4,22.5,1.1,72.0,5.1,0.0,260.0,5.0,2022-08-01
2022.0,Aug,2,23.1,962.3,7.0,19.9,2.6,27.5,21.5,0.0,92.0,7.9,0.0,240.0,5.0,2022-08-02
2022.0,Aug,3,23.6,962.2,7.0,21.0,4.3,30.0,21.200000000000003,0.0,88.0,23.2,6.799999999999999,240.0,5.0,2022-08-03
2022.0,Aug,4,26.1,963.5,7.0,20.5,4.2,29.7,22.2,6.6,72.0,18.0,6.5,270.0,4.0,2022-08-04
2022.0,Aug,5,27.1,962.4,6.0,20.900000000000002,4.7,32.4,22.5,4.3,69.0,23.2,6.699999999999999,260.0,5.0,2022-08-05
2022.0,Aug,6,27.7,960.7,7.0,20.9,5.4,33.5,23.0,26.9,66.0,24.2,6.9,230.0,6.0,2022-08-06
2022.0,Aug,7,28.4,961.7,8.0,22.2,2.3,26.7,24.4,0.0,69.0,9.2,0.0,200.0,4.0,2022-08-07
2022.0,Aug,8,26.0,962.6,6.0,20.1,5.0,31.5,21.2,0.0,76.0,23.1,5.300000000000001,240.0,3.0,2022-08-08
2022.0,Aug,9,27.4,961.4,6.0,21.799999999999997,5.3,32.7,21.9,20.8,72.0,25.5,7.299999999999999,250.0,4.0,2022-08-09
2022.0,Aug,10,28.6,961.8,8.0,22.0,2.1,32.7,23.5,5.1,67.0,13.5,0.0,240.0,6.0,2022-08-10
2022.0,Aug,11,26.4,961.7,8.0,20.2,4.6,26.0,21.799999999999997,20.6,77.0,19.9,3.1,230.0,6.0,2022-08-11
2022.0,Aug,12,26.7,961.9,8.0,20.9,1.5,30.1,22.0,1.6,71.0,5.3,0.0,250.0,6.0,2022-08-12
2022.0,Aug,13,24.1,960.1,8.0,19.0,2.4,29.0,22.3,0.8,91.0,11.7,0.0,220.0,4.0,2022-08-13
2022.0,Aug,14,24.5,961.0,8.0,20.6,2.0,28.0,22.1,16.6,88.0,8.3,0.0,220.0,6.0,2022-08-14
2022.0,Aug,15,24.0,963.6,8.0,22.2,3.2,29.0,24.0,0.0,91.0,15.4,2.0,230.0,5.0,2022-08-15
2022.0,Aug,16,25.5,963.0,8.0,20.5,3.3,28.0,20.5,8.1,75.0,12.5,0.5,290.0,5.0,2022-08-16
2022.0,Aug,17,25.3,961.3,8.0,20.5,2.5,28.9,22.6,18.9,76.0,14.8,0.0,230.0,5.0,2022-08-17
2022.0,Aug,18,26.2,962.4,8.0,22.8,2.1,28.2,23.5,6.2,83.0,8.3,0.0,210.0,4.0,2022-08-18
2022.0,Aug,19,23.6,964.2,5.0,21.7,4.6,27.2,22.200000000000003,0.0,93.0,20.9,6.799999999999999,240.0,5.0,2022-08-19
2022.0,Aug,20,25.9,962.6,8.0,20.5,4.1,30.2,21.7,26.7,73.0,20.0,3.6,280.0,5.0,2022-08-20
2022.0,Aug,21,26.7,960.1,7.0,20.1,3.8,32.0,22.4,0.0,67.0,18.3,1.5,140.0,3.0,2022-08-21
2022.0,Aug,22,26.8,962.4,6.0,20.0,4.0,32.0,21.200000000000003,0.0,72.0,19.5,6.1,220.0,5.0,2022-08-22
2022.0,Aug,23,26.3,964.6,8.0,21.5,2.1,26.0,23.0,16.7,76.0,18.0,0.0,250.0,5.0,2022-08-23
2022.0,Aug,24,25.9,963.2,7.0,20.7,3.2,28.0,22.6,0.0,74.0,4.6,3.8000000000000003,260.0,4.0,2022-08-24
2022.0,Aug,25,22.9,961.1,8.0,19.5,3.2,30.0,20.9,8.2,90.0,18.4,2.8000000000000003,190.0,4.0,2022-08-25
2022.0,Aug,26,25.3,961.3,7.0,22.1,2.9,29.6,23.1,10.9,84.0,19.9,3.5000000000000004,220.0,4.0,2022-08-26
2022.0,Aug,27,25.7,963.4,8.0,22.3,1.3,23.9,22.3,0.0,83.0,5.5,0.0,270.0,5.0,2022-08-27
2022.0,Aug,28,22.4,962.7,7.0,20.5,3.9,29.6,21.0,0.0,93.0,16.8,5.0,170.0,3.0,2022-08-28
2022.0,Aug,29,24.6,962.1,3.0,20.200000000000003,4.7,31.6,20.4,0.0,78.0,25.6,6.5,190.0,3.0,2022-08-29
2022.0,Aug,30,26.6,962.1,7.0,21.200000000000003,3.2,32.2,21.9,22.3,73.0,17.4,0.10000000000000009,190.0,3.0,2022-08-30
