Year,Month,AVERAGE TEMPERATURE (Deg C),BAROMETRIC PRESSURE (hPa),CLOUD COVER (Oktas),DEWPOINT TEMPERATURE (Deg C),EVAPOTRANSPIRATION (mm),MAXIMUM TEMPERATURE (Deg C),MINIMUM TEMPERATURE (Deg C),RAINFALL (mm),RELATIVE HUMIDITY (%),SOLAR RADIATION (MJ/m2),SUNSHINE HOURS,WIND DIRECTION (Degrees),WIND SPEED (kt),Rain_Anomaly,Date
2014.0,Sep,27.2,962.9,4.0,22.0,4.7,32.1,22.3,105.5,76.0,21.0,5.7,210.0,4.0,-18.89200000000001,2014-09-01
2014.0,Oct,27.7,962.2,4.0,18.5,5.6,34.4,20.7,34.8,54.0,22.7,7.9,160.0,4.0,-0.4280000000000044,2014-10-01
2014.0,Nov,25.6,962.7,2.0,10.600000000000001,6.6,35.4,16.6,0.0,25.0,22.7,8.1,50.0,5.0,-0.29600000000000004,2014-11-01
2014.0,Dec,22.7,964.6,3.0,7.5,6.0,31.3,14.3,0.0,24.0,21.4,7.3,40.0,6.0,-0.16,2014-12-01
2015.0,Jan,20.8,966.3,2.0,4.600000000000001,6.2,29.5,12.6,0.0,19.0,22.3,7.4,40.0,6.0,0.0,2015-01-01
2015.0,Feb,26.8,961.8,3.0,9.400000000000002,7.3,36.3,19.4,0.0,13.0,23.8,7.2,60.0,6.0,0.0,2015-02-01
2015.0,Mar,29.7,960.8,4.0,12.3,7.6,37.6,22.1,0.0,13.0,25.6,7.6,60.0,6.0,-0.07200000000000001,2015-03-01
2015.0,April,30.8,961.6,5.0,13.0,7.5,38.6,22.7,0.0,11.0,27.6,8.5,50.0,7.0,-20.772000000000002,2015-04-01
2015.0,May,33.1,960.1,4.0,19.1,6.4,40.8,26.3,22.5,30.0,25.2,8.0,150.0,5.0,-15.524000000000001,2015-05-01
2015.0,June,31.7,961.7,4.0,21.5,6.4,37.3,25.2,80.5,49.0,23.5,6.9,220.0,6.0,-26.10799999999999,2015-06-01
2015.0,July,28.9,962.9,5.0,22.299999999999997,5.0,32.2,23.9,168.0,67.0,21.6,6.6,220.0,5.0,-5.104000000000013,2015-07-01
2015.0,Aug,26.9,963.2,6.0,22.1,3.8,30.2,22.6,306.0,79.0,19.0,4.6,220.0,4.0,52.22400000000002,2015-08-01
2015.0,Sep,27.6,963.0,5.0,22.400000000000002,4.4,32.0,22.5,112.3,74.0,21.9,6.2,200.0,4.0,-12.092000000000013,2015-09-01
2015.0,Oct,28.9,962.2,4.0,19.7,5.2,35.8,22.9,13.4,54.0,22.7,8.0,180.0,4.0,-21.828000000000003,2015-10-01
2015.0,Nov,25.8,963.6,3.0,10.4,6.3,34.1,16.7,0.0,23.0,22.6,7.7,40.0,6.0,-0.29600000000000004,2015-11-01
2015.0,Dec,20.6,967.7,2.0,5.600000000000001,5.9,31.3,22.9,0.0,25.0,21.5,7.7,40.0,7.0,-0.16,2015-12-01
2016.0,Jan,20.8,966.5,2.0,4.800000000000001,6.2,29.5,12.8,0.0,20.0,22.3,7.2,40.0,6.0,0.0,2016-01-01
2016.0,Feb,24.7,963.9,3.0,7.699999999999999,7.4,33.6,15.3,0.0,15.0,24.4,7.8,40.0,6.0,0.0,2016-02-01
2016.0,Mar,31.6,960.6,4.0,15.8,8.4,39.6,24.4,0.0,21.0,24.1,7.3,120.0,5.0,-0.07200000000000001,2016-03-01
2016.0,April,32.5,959.3,2.0,17.3,9.2,41.3,24.8,0.0,24.0,26.4,8.4,140.0,5.0,-20.772000000000002,2016-04-01
2016.0,May,32.4,961.2,3.0,21.599999999999998,7.6,38.6,26.4,27.5,46.0,24.4,8.4,190.0,5.0,-10.524000000000001,2016-05-01
2016.0,June,29.6,963.0,3.0,22.400000000000002,6.6,35.8,24.8,106.9,64.0,22.9,6.7,220.0,5.0,0.2920000000000158,2016-06-01
2016.0,July,27.2,963.0,5.0,22.4,5.1,32.2,23.2,197.5,76.0,19.8,5.7,220.0,5.0,24.395999999999987,2016-07-01
2016.0,Aug,26.7,963.2,7.0,22.5,4.0,31.0,22.5,240.9,79.0,19.5,5.1,210.0,4.0,-12.875999999999976,2016-08-01
2016.0,Sep,27.7,963.0,4.0,22.0,4.7,32.7,22.4,122.5,74.0,21.7,6.1,200.0,4.0,-1.8920000000000101,2016-09-01
2016.0,Oct,28.6,961.6,3.0,17.6,5.4,35.6,21.5,15.5,45.0,23.2,7.9,130.0,4.0,-19.728,2016-10-01
2016.0,Nov,26.7,962.4,3.0,11.7,6.7,36.1,17.9,0.0,25.0,22.6,7.9,40.0,6.0,-0.29600000000000004,2016-11-01
2016.0,Dec,23.6,963.8,1.0,8.400000000000002,6.0,32.1,15.7,0.0,24.0,21.2,7.5,30.0,6.0,-0.16,2016-12-01
2017.0,Jan,23.4,963.3,2.0,7.999999999999998,6.3,32.2,14.4,0.0,23.0,21.8,7.2,40.0,5.0,0.0,2017-01-01
2017.0,Feb,23.7,964.0,1.0,6.5,7.2,32.3,16.2,0.0,14.0,24.3,7.6,40.0,7.0,0.0,2017-02-01
2017.0,Mar,28.7,960.8,4.0,11.3,7.4,38.4,20.2,1.8,13.0,26.4,7.6,50.0,6.0,1.728,2017-03-01
2017.0,April,32.5,959.6,4.0,16.7,7.8,40.3,25.3,0.0,21.0,26.0,8.7,100.0,5.0,-20.772000000000002,2017-04-01
2017.0,May,32.5,960.6,3.0,21.7,6.9,39.0,26.4,44.6,46.0,24.1,8.1,200.0,5.0,6.5760000000000005,2017-05-01
2017.0,June,29.7,961.9,5.0,22.299999999999997,5.6,34.7,24.7,103.8,63.0,22.0,6.2,210.0,5.0,-2.8079999999999927,2017-06-01
2017.0,July,27.9,963.6,6.0,22.299999999999997,4.3,32.1,23.0,160.1,72.0,21.7,6.1,230.0,5.0,-13.004000000000019,2017-07-01
2017.0,Aug,27.0,962.6,6.0,22.2,4.1,31.1,22.6,237.4,76.0,19.5,4.5,230.0,4.0,-16.375999999999976,2017-08-01
2017.0,Sep,27.7,962.6,5.0,22.7,4.6,33.5,22.9,114.4,75.0,21.7,5.7,210.0,4.0,-9.992000000000004,2017-09-01
2017.0,Oct,28.2,962.1,3.0,15.799999999999999,5.9,36.6,20.6,4.1,38.0,24.1,7.6,100.0,5.0,-31.128,2017-10-01
2017.0,Nov,25.5,962.7,2.0,10.1,6.7,34.5,16.6,0.0,23.0,22.9,7.2,40.0,6.0,-0.29600000000000004,2017-11-01
2017.0,Dec,23.7,963.7,3.0,8.899999999999999,6.2,31.8,15.8,0.0,26.0,20.9,7.5,30.0,6.0,-0.16,2017-12-01
2018.0,Jan,20.3,965.2,3.0,4.5,5.9,29.3,12.9,0.0,21.0,22.5,7.6,40.0,6.0,0.0,2018-01-01
2018.0,Feb,27.1,960.6,2.0,11.100000000000001,6.9,35.6,18.3,0.0,20.0,23.4,7.4,80.0,5.0,0.0,2018-02-01
2018.0,Mar,29.3,960.3,3.0,11.3,7.9,38.8,21.1,0.0,10.0,26.5,7.4,70.0,5.0,-0.07200000000000001,2018-03-01
2018.0,April,32.7,959.2,3.0,17.300000000000004,7.8,40.1,25.1,0.0,23.0,26.1,7.7,150.0,5.0,-20.772000000000002,2018-04-01
2018.0,May,33.3,959.8,4.0,22.499999999999996,6.8,38.3,26.0,37.4,46.0,24.5,7.4,210.0,5.0,-0.6240000000000023,2018-05-01
2018.0,June,30.4,962.1,4.0,22.0,5.6,35.6,24.6,92.0,58.0,22.6,5.2,210.0,5.0,-14.60799999999999,2018-06-01
2018.0,July,27.7,963.3,5.0,22.1,4.8,32.8,23.5,81.6,72.0,21.0,5.0,220.0,5.0,-91.50400000000002,2018-07-01
2018.0,Aug,26.5,963.4,6.0,21.9,4.1,30.2,22.3,157.1,77.0,18.6,3.9,230.0,4.0,-96.67599999999999,2018-08-01
2018.0,Sep,27.4,962.3,5.0,22.4,4.5,32.0,22.5,87.1,75.0,21.7,5.7,190.0,4.0,-37.292000000000016,2018-09-01
2018.0,Oct,29.0,961.6,3.0,19.4,6.0,35.7,21.8,36.1,52.0,23.0,7.2,160.0,4.0,0.8719999999999999,2018-10-01
2018.0,Nov,26.0,962.4,3.0,10.6,6.3,35.5,17.1,0.0,23.0,22.7,7.0,40.0,5.0,-0.29600000000000004,2018-11-01
2018.0,Dec,22.5,965.4,3.0,7.699999999999999,5.6,29.8,15.0,0.0,26.0,21.2,6.9,30.0,6.0,-0.16,2018-12-01
2019.0,Jan,22.8,964.6,3.0,6.400000000000002,5.7,30.7,14.8,0.0,18.0,21.6,7.6,50.0,5.0,0.0,2019-01-01
2019.0,Feb,24.3,963.6,3.0,7.699999999999999,6.5,32.3,17.1,0.0,17.0,22.5,6.4,70.0,6.0,0.0,2019-02-01
2019.0,Mar,30.7,961.2,3.0,13.3,7.5,38.6,22.3,0.0,13.0,25.8,7.6,70.0,6.0,-0.07200000000000001,2019-03-01
2019.0,April,33.1,959.3,4.0,16.900000000000002,7.3,40.9,25.1,0.0,19.0,26.1,7.1,140.0,5.0,-20.772000000000002,2019-04-01
2019.0,May,33.2,959.6,4.0,22.6,6.6,39.2,26.5,46.1,47.0,23.3,6.3,210.0,5.0,8.076,2019-05-01
2019.0,June,29.8,962.4,4.0,22.4,5.5,35.3,24.9,93.8,63.0,22.4,5.4,220.0,5.0,-12.807999999999993,2019-06-01
2019.0,July,27.8,962.8,6.0,22.4,4.3,32.4,23.5,193.6,73.0,20.8,4.6,220.0,5.0,20.49599999999998,2019-07-01
2019.0,Aug,26.2,963.8,6.0,22.0,3.5,29.4,22.2,323.4,80.0,17.6,2.9,230.0,4.0,69.624,2019-08-01
2019.0,Sep,28.0,962.7,5.0,23.0,4.3,32.3,23.0,121.5,75.0,22.5,5.0,200.0,4.0,-2.89200000000001,2019-09-01
2019.0,Oct,27.3,961.8,4.0,20.9,5.4,32.3,21.6,129.6,72.0,19.6,6.2,180.0,3.0,94.37199999999999,2019-10-01
2019.0,Nov,27.2,961.5,4.0,13.2,6.2,35.8,17.2,0.0,30.0,22.3,7.1,80.0,4.0,-0.29600000000000004,2019-11-01
2019.0,Dec,22.3,964.3,2.0,6.9,5.6,31.8,13.5,0.0,23.0,21.7,7.4,30.0,6.0,-0.16,2019-12-01
2020.0,Jan,21.4,966.0,3.0,5.999999999999998,5.8,29.6,13.9,0.0,23.0,22.0,7.5,40.0,6.0,0.0,2020-01-01
2020.0,Feb,24.0,964.9,3.0,7.399999999999999,6.2,31.7,16.2,0.0,17.0,23.7,7.3,30.0,7.0,0.0,2020-02-01
2020.0,Mar,29.6,960.9,4.0,12.600000000000001,7.8,38.5,20.9,0.0,15.0,25.3,7.2,70.0,6.0,-0.07200000000000001,2020-03-01
2020.0,April,33.1,959.8,5.0,17.5,7.5,41.2,26.2,225.8,22.0,26.0,7.1,140.0,5.0,205.02800000000002,2020-04-01
2020.0,May,32.7,961.1,6.0,20.900000000000002,6.1,39.3,25.9,180.5,41.0,24.3,7.0,190.0,5.0,142.476,2020-05-01
2020.0,June,31.2,961.6,5.0,21.4,5.2,35.5,24.1,213.7,51.0,24.2,6.3,220.0,5.0,107.092,2020-06-01
2020.0,July,27.9,962.0,6.0,21.9,4.3,32.2,23.1,489.1,70.0,21.8,5.0,220.0,5.0,315.996,2020-07-01
2020.0,Aug,26.2,962.4,7.0,21.6,3.5,30.4,22.5,62.0,77.0,17.1,3.6,240.0,5.0,-191.77599999999998,2020-08-01
2020.0,Sep,27.0,962.5,5.0,22.2,4.5,31.1,22.4,238.9,76.0,20.6,4.8,210.0,4.0,114.508,2020-09-01
2020.0,Oct,28.2,962.3,5.0,18.0,4.1,34.1,20.6,217.4,49.0,22.9,7.1,150.0,4.0,182.172,2020-10-01
2020.0,Nov,25.4,963.8,4.0,11.2,5.6,33.8,17.9,0.0,29.0,22.6,7.4,40.0,6.0,-0.29600000000000004,2020-11-01
2020.0,Dec,24.2,963.2,2.0,9.6,5.6,33.6,15.6,4.0,27.0,21.4,6.9,30.0,5.0,3.84,2020-12-01
2021.0,Jan,23.2,963.5,3.0,7.6,6.1,33.2,14.8,0.0,22.0,22.3,7.6,30.0,6.0,0.0,2021-01-01
2021.0,Feb,23.4,963.9,2.0,6.9,7.0,32.2,15.6,0.0,17.0,24.3,7.3,40.0,6.0,0.0,2021-02-01
2021.0,Mar,28.4,960.4,4.0,11.5,7.5,37.9,21.5,0.0,15.0,26.1,7.6,110.0,6.0,-0.07200000000000001,2021-03-01
2021.0,April,31.0,959.6,4.0,14.6,7.7,40.7,23.6,0.0,18.0,27.4,7.6,100.0,5.0,-20.772000000000002,2021-04-01
2021.0,May,31.7,960.3,4.0,18.9,6.7,40.6,25.9,15.9,36.0,25.6,7.6,170.0,5.0,-22.124000000000002,2021-05-01
2021.0,June,30.8,961.7,4.0,20.6,6.0,35.2,24.5,112.4,49.0,23.0,5.1,200.0,5.0,5.792000000000016,2021-06-01
2021.0,July,27.5,963.2,6.0,21.3,4.2,31.6,23.1,183.2,70.0,19.8,4.7,230.0,5.0,10.095999999999975,2021-07-01
2021.0,Aug,26.9,963.1,7.0,21.5,3.4,31.0,23.0,265.5,75.0,20.9,4.5,210.0,4.0,11.724000000000018,2021-08-01
2021.0,Sep,28.1,962.3,5.0,21.4,4.0,33.3,23.0,107.4,68.0,22.5,5.2,200.0,4.0,-16.992000000000004,2021-09-01
2021.0,Oct,28.4,961.6,3.0,17.1,5.0,35.8,21.1,14.5,43.0,23.5,7.6,140.0,4.0,-20.728,2021-10-01
2021.0,Nov,26.6,961.7,3.0,11.5,5.8,37.2,17.4,1.7,25.0,22.9,7.9,60.0,5.0,1.404,2021-11-01
2021.0,Dec,22.7,964.1,2.0,7.3,5.9,30.9,15.3,0.0,23.0,21.3,7.2,30.0,6.0,-0.16,2021-12-01
2022.0,Jan,20.9,965.4,1.0,5.2,6.4,29.2,14.0,0.0,21.0,21.9,7.3,40.0,6.0,0.0,2022-01-01
2022.0,Feb,23.0,964.0,2.0,6.2,7.0,32.1,15.3,0.0,16.0,24.4,7.6,30.0,6.0,0.0,2022-02-01
2022.0,Mar,28.5,960.2,3.0,10.8,7.8,35.9,17.8,0.0,11.0,26.5,7.5,70.0,6.0,-0.07200000000000001,2022-03-01
2022.0,April,32.7,958.5,4.0,18.6,7.9,40.5,24.9,183.0,30.0,25.1,6.4,190.0,5.0,162.228,2022-04-01
2022.0,May,32.3,960.9,4.0,19.9,7.1,39.9,26.6,18.3,38.0,24.6,6.5,180.0,5.0,-19.724,2022-05-01
2022.0,June,29.9,961.4,4.0,20.2,5.7,34.9,24.3,111.4,53.0,23.0,4.9,210.0,5.0,4.792000000000016,2022-06-01
2022.0,July,27.7,962.6,6.0,21.2,4.5,31.4,22.7,173.2,69.0,20.1,4.1,220.0,5.0,0.09599999999997522,2022-07-01
2022.0,Aug,25.7,962.2,6.0,21.0,3.9,29.4,22.2,247.9,78.0,15.9,2.7,230.0,5.0,-5.875999999999976,2022-08-01
2022.0,Sep,27.0,962.7,5.0,21.6,4.6,31.9,22.9,137.8,76.0,21.1,4.8,200.0,4.0,13.408000000000001,2022-09-01
2022.0,Oct,27.7,962.6,4.0,16.8,5.4,34.3,20.8,25.8,46.0,23.0,7.3,110.0,5.0,-9.428,2022-10-01
2022.0,Nov,24.4,963.5,3.0,9.8,5.9,33.5,16.6,3.5,27.0,22.8,7.0,30.0,6.0,3.2039999999999997,2022-11-01
2022.0,Dec,22.1,964.5,3.0,7.7,5.9,31.3,14.8,0.0,28.0,21.4,7.5,30.0,6.0,-0.16,2022-12-01
2023.0,Jan,21.8,964.4,3.0,7.2,5.9,31.3,14.3,0.0,27.0,22.0,7.6,40.0,6.0,0.0,2023-01-01
2023.0,Feb,24.2,963.8,2.0,8.0,6.9,33.2,16.8,0.0,19.0,24.1,7.3,40.0,7.0,0.0,2023-02-01
2023.0,Mar,28.7,960.8,5.0,12.2,7.8,38.3,21.3,0.0,17.0,25.2,7.1,70.0,6.0,-0.07200000000000001,2023-03-01
2023.0,April,31.9,958.9,6.0,17.1,7.2,40.0,25.3,0.0,26.0,25.2,6.6,150.0,5.0,-20.772000000000002,2023-04-01
2023.0,May,32.8,960.5,5.0,21.2,6.9,39.3,26.1,36.9,42.0,24.8,7.5,200.0,5.0,-1.1240000000000023,2023-05-01
2023.0,June,29.5,962.6,5.0,21.7,5.6,33.2,23.8,233.2,62.0,21.8,4.7,210.0,4.0,126.592,2023-06-01
2023.0,July,29.7,963.3,6.0,22.1,4.3,33.2,24.4,69.0,63.0,23.3,5.5,210.0,4.0,-104.10400000000001,2023-07-01
2023.0,Aug,27.3,963.1,7.0,21.5,3.4,31.2,23.2,204.1,75.0,19.1,3.9,220.0,4.0,-49.67599999999999,2023-08-01
2023.0,Sep,28.3,962.4,6.0,22.3,4.1,33.2,23.4,132.8,74.0,21.9,4.6,210.0,4.0,8.408000000000001,2023-09-01
2023.0,Oct,28.5,962.1,4.0,17.1,5.2,35.5,21.2,5.6,43.0,23.4,7.6,130.0,4.0,-29.628,2023-10-01
2023.0,Nov,27.1,962.4,4.0,12.9,5.8,36.1,19.8,0.0,29.0,21.5,6.8,60.0,5.0,-0.29600000000000004,2023-11-01
2023.0,Dec,22.8,964.6,3.0,8.2,5.8,32.3,15.1,0.0,27.0,21.6,7.3,30.0,6.0,-0.16,2023-12-01
2024.0,Jan,21.5,966.2,4.0,6.3,6.0,31.8,12.8,0.0,24.0,22.4,7.4,30.0,6.0,0.0,2024-01-01
2024.0,Feb,24.7,964.5,3.0,8.9,7.3,33.2,17.3,0.0,21.0,22.9,6.9,40.0,6.0,0.0,2024-02-01
2024.0,Mar,30.8,960.6,5.0,13.9,7.7,40.1,23.3,0.0,15.0,25.1,7.2,80.0,5.0,-0.07200000000000001,2024-03-01
2024.0,April,33.1,958.6,5.0,17.4,7.2,42.3,26.0,9.9,21.0,25.9,7.0,160.0,4.0,-10.872000000000002,2024-04-01
2024.0,May,33.7,959.7,6.0,21.1,6.8,40.8,27.3,18.5,37.0,24.5,7.5,200.0,5.0,-19.524,2024-05-01
2024.0,June,31.0,961.8,6.0,21.6,4.9,34.9,24.5,176.2,53.0,23.2,5.2,220.0,5.0,69.592,2024-06-01
2024.0,July,27.9,963.0,6.0,22.2,5.0,31.9,24.1,79.7,73.0,19.4,3.6,230.0,5.0,-93.40400000000001,2024-07-01
2024.0,Aug,26.1,962.6,6.0,21.5,4.2,29.9,22.8,539.9,80.0,14.7,2.9,240.0,5.0,286.124,2024-08-01
2024.0,Sep,27.4,962.9,6.0,22.0,4.6,32.1,23.1,127.0,76.0,20.1,4.9,200.0,4.0,2.60799999999999,2024-09-01
2024.0,Oct,28.1,962.9,4.0,19.0,5.4,34.6,21.5,25.7,55.0,21.8,6.7,140.0,4.0,-9.528000000000002,2024-10-01
2024.0,Nov,23.8,964.6,5.0,9.9,5.7,32.8,16.4,0.0,31.0,23.0,7.4,40.0,6.0,-0.29600000000000004,2024-11-01
2024.0,Dec,21.5,965.5,2.0,7.0,5.7,30.5,13.7,0.0,28.0,21.4,7.2,30.0,6.0,-0.16,2024-12-01
2025.0,Jan,28.0,964.3,1.0,12.9,6.1,32.5,14.7,0.0,26.0,22.1,7.4,40.0,6.0,0.0,2025-01-01
2025.0,Feb,30.6,962.5,3.0,14.0,6.8,34.4,17.6,0.0,18.0,23.6,7.5,40.0,6.0,0.0,2025-02-01
2025.0,Mar,33.6,960.6,5.0,15.4,7.9,36.5,19.9,0.0,16.0,26.3,7.2,70.0,6.0,-0.07200000000000001,2025-03-01
2025.0,April,34.9,959.5,6.0,19.0,7.5,40.8,24.6,5.7,20.0,26.9,7.8,100.0,5.0,-15.072000000000003,2025-04-01
2025.0,May,32.6,961.0,4.0,20.2,7.2,39.8,26.0,17.9,38.0,25.5,7.4,180.0,5.0,-20.124000000000002,2025-05-01
2025.0,June,29.8,962.5,5.0,19.6,5.6,37.3,25.1,160.7,50.0,23.2,5.5,210.0,5.0,54.092,2025-06-01
2025.0,July,27.2,964.0,7.0,21.8,4.3,31.5,23.4,180.9,76.0,19.2,3.8,220.0,5.0,7.795999999999992,2025-07-01
2025.0,Aug,26.5,963.7,7.0,21.3,3.4,30.5,23.0,380.1,79.0,18.1,3.6,220.0,5.0,126.32400000000004,2025-08-01
2025.0,Sep,27.5,963.5,6.0,21.6,4.2,32.5,23.4,104.1,73.0,21.4,4.9,200.0,4.0,-20.292000000000016,2025-09-01
2025.0,Oct,28.4,962.5,5.0,17.4,5.0,35.1,19.8,25.6,46.0,23.2,7.4,130.0,4.0,-9.628,2025-10-01
2025.0,Nov,28.1,963.2,2.0,13.3,6.1,35.8,17.2,0.0,26.0,22.7,7.2,40.0,5.0,-0.29600000000000004,2025-11-01
2025.0,Dec,28.3,962.7,3.0,13.7,6.2,34.8,16.0,0.0,28.0,21.2,6.9,40.0,5.0,-0.16,2025-12-01
